EAN;TITRE UK;REF BEMS;GENRE;PVP;PA;STOCK;RELEASE DATE;DATE IN;PEGI;POIDS;EAN ASSOC;IMG2;IMG3;IMG4;IMG5;IMG6;DESC UK;LICENCE;FABRICANT;INTRASTAT;PAYS ORIGINE;TAILLE 
8718526397727;HUNTER X HUNTER - Gon & Kirua - Men's T-shirt (M);219710;L'uomo;19.99;10.00;2;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS607602HNT/m/FIGTS607602HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;M 
8718526397710;HUNTER X HUNTER - Gon & Kirua - Men's T-shirt (S);219709;L'uomo;19.99;10.00;4;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS607602HNT/m/FIGTS607602HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;S 
8718526397703;HUNTER X HUNTER - Gon & Kirua - Men's T-shirt (XS);219708;L'uomo;19.99;10.00;3;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS607602HNT/m/FIGTS607602HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;XS 
8718526397680;HUNTER X HUNTER - Hisoka - Men's T-shirt (XL);219706;L'uomo;24.99;12.50;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS117446HNT/m/FIGTS117446HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;XL 
8718526397666;HUNTER X HUNTER - Hisoka - Men's T-shirt (M);219704;L'uomo;24.99;12.50;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS117446HNT/m/FIGTS117446HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;M 
8718526397642;HUNTER X HUNTER - Hisoka - Men's T-shirt (XS);219702;L'uomo;24.99;12.50;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS117446HNT/m/FIGTS117446HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;XS 
8718526397635;HUNTER X HUNTER - Gon & Kirua Skate Board - Men's T-shirt (XXL);219701;L'uomo;19.99;10.00;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS080013HNT/m/FIGTS080013HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;XXL 
8718526397628;HUNTER X HUNTER - Gon & Kirua Skate Board - Men's T-shirt (XL);219700;L'uomo;19.99;10.00;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS080013HNT/m/FIGTS080013HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;XL 
8718526397611;HUNTER X HUNTER - Gon & Kirua Skate Board - Men's T-shirt (L);219699;L'uomo;19.99;10.00;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS080013HNT/m/FIGTS080013HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;L 
8718526397604;HUNTER X HUNTER - Gon & Kirua Skate Board - Men's T-shirt (M);219698;L'uomo;19.99;10.00;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS080013HNT/m/FIGTS080013HNT_2.jpg;;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;M 
8718526397567;HUNTER X HUNTER - Gon and Kirua - Men's Zipper Hoodie (XL);219694;L'uomo;64.99;32.50;1;;20230601;0;0.5;;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6110-2091;IN;XL 
8718526397550;HUNTER X HUNTER - Gon and Kirua - Men's Zipper Hoodie (L);219693;L'uomo;64.99;32.50;1;;20230601;0;0.5;;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6110-2091;IN;L 
8718526397543;HUNTER X HUNTER - Gon and Kirua - Men's Zipper Hoodie (M);219692;L'uomo;64.99;32.50;1;;20230601;0;0.5;;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6110-2091;IN;M 
8718526397536;HUNTER X HUNTER - Gon and Kirua - Men's Zipper Hoodie (S);219691;L'uomo;64.99;32.50;1;;20230601;0;0.5;;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6110-2091;IN;S 
8718526397529;HUNTER X HUNTER - Gon and Kirua - Men's Zipper Hoodie (XS);219690;L'uomo;64.99;32.50;1;;20230601;0;0.5;;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGHD327823HNT/m/FIGHD327823HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6110-2091;IN;XS 
8718526156836;HUNTER X HUNTER - Crew Socks - Pack of 3 pairs of socks (T39-42);219688;MIX;19.99;10.00;4;;20230330;0;0.125;;https://www.pro-bems.com/IMAGES/images_1/FIGCR222434HNT/m/FIGCR222434HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGCR222434HNT/m/FIGCR222434HNT_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGCR222434HNT/m/FIGCR222434HNT_4.jpg;;;;Hunter x Hunter;Difuzed;6115-9500;TR;T39 
8718526156454;HUNTER X HUNTER - Gon & Kirua - Snapback Cap;219687;L'uomo;24.99;12.50;5;;20230330;0;0.11;;https://www.pro-bems.com/IMAGES/images_1/FIGBA346236HNT/m/FIGBA346236HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBA346236HNT/m/FIGBA346236HNT_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBA346236HNT/m/FIGBA346236HNT_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGBA346236HNT/m/FIGBA346236HNT_5.jpg;;;Hunter x Hunter;Difuzed;6505-0030;CN;TUA 
8718526397819;HUNTER X HUNTER - Hisoka - Women's T-shirt (XXL);219686;La donna;24.99;12.50;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;XXL 
8718526397802;HUNTER X HUNTER - Hisoka - Women's T-shirt (XL);219685;La donna;24.99;12.50;2;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;XL 
8718526397796;HUNTER X HUNTER - Hisoka - Women's T-shirt (L);219684;La donna;24.99;12.50;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;L 
8718526397772;HUNTER X HUNTER - Hisoka - Women's T-shirt (S);219682;La donna;24.99;12.50;1;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;S 
8718526397765;HUNTER X HUNTER - Hisoka - Women's T-shirt (XS);219681;La donna;24.99;12.50;2;;20230601;0;0.2;;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGTS313010HNT/m/FIGTS313010HNT_3.jpg;;;;;Hunter x Hunter;Difuzed;6109-1000;IN;XS 
3664794356483;NARUTO SHIPPUDEN - Akatsuki 09 - Teddy Jacket (XXL);219678;L'uomo;49.99;24.90;1;;20230316;0;0.482;;https://www.pro-bems.com/IMAGES/images_1/FIGMENASHITD003/m/FIGMENASHITD003_2.png;;;;;;Naruto;Cotton Division;6101-2090;CN;XXL 
3664794356476;NARUTO SHIPPUDEN - Akatsuki 09 - Teddy Jacket (XL);219677;L'uomo;49.99;24.90;1;;20230316;0;0.482;;https://www.pro-bems.com/IMAGES/images_1/FIGMENASHITD003/m/FIGMENASHITD003_2.png;;;;;;Naruto;Cotton Division;6101-2090;CN;XL 
3664794356469;NARUTO SHIPPUDEN - Akatsuki 09 - Teddy Jacket (L);219676;L'uomo;49.99;24.90;2;;20230316;0;0.482;;https://www.pro-bems.com/IMAGES/images_1/FIGMENASHITD003/m/FIGMENASHITD003_2.png;;;;;;Naruto;Cotton Division;6101-2090;CN;L 
3664794356445;NARUTO SHIPPUDEN - Akatsuki 09 - Teddy Jacket (S);219674;L'uomo;49.99;24.90;8;;20230316;0;0.482;;https://www.pro-bems.com/IMAGES/images_1/FIGMENASHITD003/m/FIGMENASHITD003_2.png;;;;;;Naruto;Cotton Division;6101-2090;CN;S 
3664794448737;BORUTO - Sharingan - Cap;219673;MIX;19.99;10.00;68;;20230316;0;0.104;;https://www.pro-bems.com/IMAGES/images_1/FIGACNASHICP005/m/FIGACNASHICP005_2.png;https://www.pro-bems.com/IMAGES/images_1/FIGACNASHICP005/m/FIGACNASHICP005_3.png;https://www.pro-bems.com/IMAGES/images_1/FIGACNASHICP005/m/FIGACNASHICP005_4.png;;;;Naruto;Cotton Division;6505-0030;CN;TUA 
3664794448744;BORUTO - Konoha Symbol - Cap;219672;MIX;19.99;10.00;21;;20230316;0;0.104;;https://www.pro-bems.com/IMAGES/images_1/FIGACNASHICP004/m/FIGACNASHICP004_2.png;https://www.pro-bems.com/IMAGES/images_1/FIGACNASHICP004/m/FIGACNASHICP004_3.png;https://www.pro-bems.com/IMAGES/images_1/FIGACNASHICP004/m/FIGACNASHICP004_4.png;;;;Naruto;Cotton Division;6505-0030;CN;TUA 
3700334697088;MARVEL - Captain America - Cap;219671;MIX;19.99;10.00;3;;20230316;0;0.104;;https://www.pro-bems.com/IMAGES/images_1/FIGACAMERCBC027/m/FIGACAMERCBC027_2.png;https://www.pro-bems.com/IMAGES/images_1/FIGACAMERCBC027/m/FIGACAMERCBC027_3.png;https://www.pro-bems.com/IMAGES/images_1/FIGACAMERCBC027/m/FIGACAMERCBC027_4.png;;;;Marvel;Cotton Division;6505-0030;CN;TUA 
3664794408151;RICK AND MORTY - Picckle Rick - Cap;219670;MIX;19.99;10.00;1;;20230316;0;0.104;;https://www.pro-bems.com/IMAGES/images_1/FIGACRIMODBC009/m/FIGACRIMODBC009_2.png;;;;;;Rick and Morty;Cotton Division;6505-0030;CN;TUA 
3664794224799;FAIRY TAIL - Happy - Cap;219669;MIX;19.99;10.00;9;;20230316;0;0.104;;https://www.pro-bems.com/IMAGES/images_1/FIGACFAITABC001/m/FIGACFAITABC001_2.png;https://www.pro-bems.com/IMAGES/images_1/FIGACFAITABC001/m/FIGACFAITABC001_3.png;https://www.pro-bems.com/IMAGES/images_1/FIGACFAITABC001/m/FIGACFAITABC001_4.png;https://www.pro-bems.com/IMAGES/images_1/FIGACFAITABC001/m/FIGACFAITABC001_5.png;https://www.pro-bems.com/IMAGES/images_1/FIGACFAITABC001/m/FIGACFAITABC001_6.png;;Fairy Tail;Cotton Division;6505-0030;CN;TUA 
8445484310542;STRANGER THINGS - Bicycle - Wallet;219668;;19.99;8.93;100;;20230830;0;0.106;;https://www.pro-bems.com/IMAGES/images_1/FIG2100004779/m/FIG2100004779_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004779/m/FIG2100004779_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004779/m/FIG2100004779_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004779/m/FIG2100004779_5.jpg;;;Stranger Things;Cerda;4202-3210;CN; 
8445484310429;DISNEY 100 Years - Minnie - Mini faux-Leather Pearly Backpack;219657;;39.99;16.96;48;;20230830;0;0.35;;https://www.pro-bems.com/IMAGES/images_1/FIG2100004771/m/FIG2100004771_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004771/m/FIG2100004771_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004771/m/FIG2100004771_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004771/m/FIG2100004771_5.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004771/m/FIG2100004771_6.jpg;;DISNEY;Cerda;4202-9211;CN; 
8445484310405;DISNEY 100 Years - Mickey - Mini Faux-Leather Backpack;219656;;39.99;16.96;15;;20230830;0;0.35;;https://www.pro-bems.com/IMAGES/images_1/FIG2100004770/m/FIG2100004770_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004770/m/FIG2100004770_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004770/m/FIG2100004770_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004770/m/FIG2100004770_5.jpg;;;DISNEY;Cerda;4202-9211;CN; 
8445484310504;STITCH - Phone Case with Cord;219655;;15.99;7.60;7;;20231012;0;0.106;;https://www.pro-bems.com/IMAGES/images_1/FIG2100004775/m/FIG2100004775_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004775/m/FIG2100004775_3.jpg;;;;;DISNEY;Cerda;4202-9219;CN; 
8445484310511;DISNEY 100 Years - Mickey - Wallet;219653;;19.99;10.50;11;;20231012;0;0.106;;https://www.pro-bems.com/IMAGES/images_1/FIG2100004776/m/FIG2100004776_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004776/m/FIG2100004776_3.jpg;;;;;DISNEY;Cerda;4202-3210;CN; 
8445484310528;DISNEY 100 Years - Characters - Pearly Wallet;219652;;19.99;10.50;13;;20230830;0;0.106;;https://www.pro-bems.com/IMAGES/images_1/FIG2100004777/m/FIG2100004777_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2100004777/m/FIG2100004777_3.jpg;;;;;DISNEY;Cerda;4202-3210;CN; 
8445484333428;SONIC - 3 Pairs socks Pack (UK Size 6,5-11);219641;MIX;18.99;9.50;1;;20230809;0;0.213;;;;;;;;Sonic;Cerda;6115-9699;CN;T43 
8445484333336;MARVEL - Avengers - 3 Pairs socks Pack (UK Size 6,5-11);219640;MIX;18.99;9.50;4;;20230711;0;0.213;;https://www.pro-bems.com/IMAGES/images_1/FIG2900001829/m/FIG2900001829_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2900001829/m/FIG2900001829_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2900001829/m/FIG2900001829_4.jpg;;;;Marvel;Cerda;6115-9699;CN;T43 
8445484333411;MICKEY & MINNIE - 3 Pairs socks Pack (UK Size 3-7,5);219638;MIX;18.99;9.50;4;;20230623;0;0.213;8445484327939;;;;;;;DISNEY;Cerda;6115-9699;CN;T37 
8445484310702;STRANGER THINGS - Faux Leather Notebook - Size A5;219634;;9.99;4.90;16;;20230830;0;0.2;;;;;;;;Stranger Things;Cerda;4820-1030;CN; 
8445484310641;STRANGER THINGS - Set A5 Notebook + Ball-point Pen;219629;;13.99;6.90;25;;20230830;0;0.2;;;;;;;;Stranger Things;Cerda;4820-1030;CN; 
8445484310849;STRANGER THINGS - Set of 6 Ball-Point Pens;219627;;5.99;2.65;28;;20230830;0;0.1;;;;;;;;Stranger Things;Cerda;9608-9900;CN; 
8445484293746;DISNEY 100 Ans - Logo - Set of 6 Ball-Point Pens;219612;;5.99;2.65;42;;20230830;0;0.1;;;;;;;;DISNEY;Cerda;9608-9900;CN; 
8445484293678;STITCH - Pack of 4 Stitch Highlighters;219584;;4.99;2.45;100;;20230531;0;0.1;;https://www.pro-bems.com/IMAGES/images_1/FIG2700000758/m/FIG2700000758_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2700000758/m/FIG2700000758_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIG2700000758/m/FIG2700000758_4.jpg;;;;DISNEY;Cerda;9608-9900;CN; 
8436591581611;MY HERO ACADEMIA - Deku - Plush 30cm;219578;;24.99;10.54;2;;20230411;0;0.21;;https://www.pro-bems.com/IMAGES/images_1/FIG160019622454/m/FIG160019622454_2.png;https://www.pro-bems.com/IMAGES/images_1/FIG160019622454/m/FIG160019622454_3.png;https://www.pro-bems.com/IMAGES/images_1/FIG160019622454/m/FIG160019622454_4.png;;;;My Hero Academia;Barrado;9503-0041;CN; 
8436591582106;MY HERO ACADEMIA - All Might - Plush 28cm;219577;;24.99;10.54;18;;20230411;0;0.174;;https://www.pro-bems.com/IMAGES/images_1/FIG16001957/m/FIG16001957_2.png;https://www.pro-bems.com/IMAGES/images_1/FIG16001957/m/FIG16001957_3.png;https://www.pro-bems.com/IMAGES/images_1/FIG16001957/m/FIG16001957_4.png;;;;My Hero Academia;Barrado;9503-0041;CN; 
8436591581543;ASTERIX AND OBELIX - Getafix - Plush 30cm;219575;;24.99;10.54;11;;20230411;0;0.108;;https://www.pro-bems.com/IMAGES/images_1/FIG160019301248P/m/FIG160019301248P_2.png;https://www.pro-bems.com/IMAGES/images_1/FIG160019301248P/m/FIG160019301248P_3.png;;;;;Asterix;Barrado;9503-0041;CN; 
0196566195400;POKEMON - Winking Pikachu - Medium Squishmallow Plush 10 Inch;219571;;29.99;17.00;100;;20230925;0;0.113;0196566210257;https://www.pro-bems.com/IMAGES/images_1/POKEMONP39026/m/POKEMONP39026_2.jpg;https://www.pro-bems.com/IMAGES/images_1/POKEMONP39026/m/POKEMONP39026_3.jpg;https://www.pro-bems.com/IMAGES/images_1/POKEMONP39026/m/POKEMONP39026_4.jpg;;;;Pokemon;;9504-4000;CN; 
0655772022813;STAR WARS - R2D2 - Round Waffle Maker;219570;;39.99;22.76;3;;20230801;0;0.968;;https://www.pro-bems.com/IMAGES/images_1/FIGLSW251/m/FIGLSW251_2.png;;;;;;Star Wars;;8516-7970;CN; 
0655772022820;THE MANDALORIAN - The Child - Mini Waffle Maker;219569;;22.99;13.40;2;;20230801;0;0.857;;https://www.pro-bems.com/IMAGES/images_1/FIGLSW46/m/FIGLSW46_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGLSW46/m/FIGLSW46_3.png;https://www.pro-bems.com/IMAGES/images_1/FIGLSW46/m/FIGLSW46_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGLSW46/m/FIGLSW46_5.jpg;;;Star Wars;;8516-7970;CN; 
0655772022837;THE MANDALORIAN - The Child - Toaster;219568;;27.99;15.65;5;;20230801;0;1.95;;https://www.pro-bems.com/IMAGES/images_1/FIGLSW21C/m/FIGLSW21C_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGLSW21C/m/FIGLSW21C_3.png;https://www.pro-bems.com/IMAGES/images_1/FIGLSW21C/m/FIGLSW21C_4.jpg;;;;Star Wars;;8516-7200;CN; 
0655772022806;DISNEY - Lilo & Stitch - Sandwich Maker;219567;;34.99;19.90;100;;20230801;0;1.552;;;;;;;;DISNEY;;8516-7970;CN; 
0840790138893;HARRY POTTER - Hogwarts - Sandwich Maker;219564;;47.99;27.81;5;;20231006;0;1.505;;;;;;;;Harry Potter;Uncanny Brands;8516-7970;CN; 
0840790125466;POKEMON - Pikachu - Waffle Maker;219563;;47.99;27.81;15;;20231006;0;1.431;;;;;;;;Pokemon;Uncanny Brands;8516-7970;CN; 
0840790138886;HARRY POTTER - Hogwarts - Waffle Maker;219561;;47.99;27.81;2;;20231006;0;1.369;;;;;;;;Harry Potter;Uncanny Brands;8516-7970;CN; 
0840790138862;DC - Batman - Waffle Maker;219559;;47.99;27.81;7;;20231006;0;1.35;;;;;;;;DC Comics;Uncanny Brands;8516-7970;CN; 
0840790120997;POKEMON - Pokeball - Panini Sandwich Maker;219557;;47.99;28.53;12;;20230801;0;1.494;;https://www.pro-bems.com/IMAGES/images_1/FIGRS480034/m/FIGRS480034_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGRS480034/m/FIGRS480034_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGRS480034/m/FIGRS480034_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGRS480034/m/FIGRS480034_5.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGRS480034/m/FIGRS480034_6.jpg;;Pokemon;Uncanny Brands;8516-7970;CN; 
0840790120973;POKEMON - Pokeball - Waffle Maker;219556;;42.99;25.68;8;;20230321;0;1.495;;https://www.pro-bems.com/IMAGES/images_1/FIGRS480024/m/FIGRS480024_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGRS480024/m/FIGRS480024_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGRS480024/m/FIGRS480024_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGRS480024/m/FIGRS480024_5.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGRS480024/m/FIGRS480024_6.jpg;;Pokemon;Uncanny Brands;8516-7970;CN; 
0077764853852;DISNEY - Stitch Series 4 - 3D Foam Bag Clip (Display 24 Pcs);219507;;191.76;99.00;8;;20231222;0;0.1443;;;;;;;;DISNEY;Monogram;9503-0049;CN; 
0077764483547;HARRY POTTER - Harry with Scarf - 3D foam collectible magnet;219491;;6.99;3.20;2;;20230817;0;0.05;;;;;;;;Harry Potter;Monogram;6911-1000;CN; 
0077764691041;MARVEL - Spider-Man - 3D foam collectible magnet;219489;;5.99;2.64;100;;20230720;0;0.05;;;;;;;;Marvel;Monogram;6911-1000;CN; 
0077764683602;MARVEL - Deadpool Series 1 - 3D Foam Bag Clip (Display 24 Pcs);219488;;191.76;99.00;19;;20230720;0;0.1443;;;;;;;;Marvel;Monogram;9503-0049;CN; 
0077764691591;MARVEL - Figural Bank - Spiderman 20cm;219484;;32.99;18.30;100;;20230720;0;0.3;;https://www.pro-bems.com/IMAGES/images_1/FIGMONO69159/m/FIGMONO69159_2.jpg;;;;;;Marvel;Monogram;6911-1000;CN; 
6973130372955;WARHAMMER 40K - Ork Kommandos Dakka Boy Snarit - Figure 12cm;219453;;105.99;55.90;1;;20230703;0;0.35;;https://www.pro-bems.com/IMAGES/images_1/FIGJT2955/m/FIGJT2955_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGJT2955/m/FIGJT2955_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGJT2955/m/FIGJT2955_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGJT2955/m/FIGJT2955_5.jpg;;;Warhammer;Joy Toy;9503-0021;CN; 
0840391127272;NASA - Bucket of Buttons 144 Pieces 3.2cm;219389;;214.56;89.28;2;;20230828;0;0.57;;;;;;;;Nasa;Aquarius;8308-9000;XU; 
0840391143968;AC/DC - Bucket of Buttons 144 Pieces 3.2cm;219388;;214.56;89.28;4;;20230828;0;0.57;;;;;;;;AC/DC;Aquarius;8308-9000;XU; 
0840391127449;RICK AND MORTY - Bucket of Buttons 144 Pieces 3.2cm;219387;;214.56;89.28;4;;20230828;0;0.571;;;;;;;;Rick and Morty;Aquarius;8308-9000;XU; 
0840391143999;SPONGEBOB SQUAREPANTS - Bucket of Buttons 144 Pieces 3.2cm;219386;;214.56;89.28;7;;20230828;0;0.55;;;;;;;;Spongebob;Aquarius;8308-9000;XU; 
0840391123137;NASA - Logo - Chunky Magnet;219385;;8.99;4.30;23;;20230828;0;0.035;;;;;;;;Nasa;Aquarius;8517-1300;CA; 
0840391143814;PEANUTS - Dog House - Chunky Magnet;219383;;8.99;4.30;12;;20230828;0;0.02;;;;;;;;Peanuts;Aquarius;8517-1300;CA; 
0840391152946;GARFIELD - Garfield - Chunky Magnet;219381;;8.99;4.30;26;;20230828;0;0.038;;;;;;;;Garfield;Aquarius;8517-1300;CA; 
0840391120037;SPONGEBOB SQUAREPANTES - Spongebob - Chunky Magnet;219380;;8.99;4.30;67;;20230828;0;0.04;;;;;;;;Spongebob;Aquarius;8517-1300;CA; 
0840391120310;TURTLES NINJAS - Van - Chunky Magnet;219379;;8.99;4.30;17;;20230828;0;0.04;;;;;;;;TMNT;Aquarius;8517-1300;CA; 
0840391146020;LORD OF THE RINGS - Gollum - Chunky Magnet;219373;;8.99;4.30;24;;20230828;0;0.03;;;;;;;;Lord of the Ring;Aquarius;8517-1300;CA; 
0184709951303;STAR TREK - Logo - Chunky Magnet;219370;;8.99;4.30;22;;20230828;0;0.027;;;;;;;;Star Trek;Aquarius;8517-1300;CA; 
0840391110861;STAR TREK - Starfleet - Chunky Magnet;219369;;8.99;4.30;16;;20230828;0;0.034;;;;;;;;Star Trek;Aquarius;8517-1300;CA; 
0840391141544;FRIENDS - Couch - Chunky Magnet;219367;;8.99;4.30;64;;20230828;0;0.034;;;;;;;;Friends;Aquarius;8517-1300;CA; 
4535123716386;ONE PIECE - Warriors Alliance Osoba Mask - Statue P.O.P. 21cm;219363;;269.99;186.94;2;;20231218;0;1.578;;https://www.pro-bems.com/IMAGES/images_1/FIGMEHO716386/m/FIGMEHO716386_2.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGMEHO716386/m/FIGMEHO716386_3.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGMEHO716386/m/FIGMEHO716386_4.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGMEHO716386/m/FIGMEHO716386_5.jpg;https://www.pro-bems.com/IMAGES/images_1/FIGMEHO716386/m/FIGMEHO716386_6.jpg;;One Piece;Megahouse;9503-0021;CN; 
0840391143364;AC/DC - High Voltage - Magnet 6.3x8.9cm;219361;;4.99;2.30;33;;20230828;0;0.035;;;;;;;;AC/DC;Aquarius;8517-1300;US; 
0840391143296;AC/DC - Highway To Hell - Magnet 6.3x8.9cm;219360;;4.99;2.30;16;;20230828;0;0.034;;;;;;;;AC/DC;Aquarius;8517-1300;US; 
0840391143289;AC/DC - Fire - Magnet 6.3x8.9cm;219359;;4.99;2.30;22;;20230828;0;0.034;;;;;;;;AC/DC;Aquarius;8517-1300;US; 
0840391142015;CHUCKY - Face - Magnet 6.3x8.9cm;219357;;4.99;2.30;4;;20230828;0;0.035;;;;;;;;Horror;Aquarius;8517-1300;US; 
0840391142008;CHUCKY - Toy - Magnet 6.3x8.9cm;219356;;4.99;2.30;13;;20230828;0;0.035;;;;;;;;Horror;Aquarius;8517-1300;US; 
0840391135352;STAR TREK - Hand - Magnet 6.3x8.9cm;219354;;4.99;2.30;25;;20230828;0;0.035;;;;;;;;Star Trek;Aquarius;8517-1300;US; 
0840391135314;STAR TREK - Group - Magnet 6.3x8.9cm;219353;;4.99;2.30;19;;20230828;0;0.035;;;;;;;;Star Trek;Aquarius;8517-1300;US; 
0840391138971;SPONGEBOB SQUAREPANTS - Employee of the Month - Magnet 6.3x8.9cm;219351;;4.99;2.30;13;;20230828;0;0.035;;;;;;;;Spongebob;Aquarius;8517-1300;US; 
